g491.t1	XP_037046510.1	61.842	228	78	1	47	274	268	486	2.17e-96	302	N/A	38358	piggyBac transposable element-derived protein 2-like [Bradysia coprophila]
g491.t1	XP_037046510.1	50.000	74	37	0	1	74	1	74	1.94e-11	77.0	N/A	38358	piggyBac transposable element-derived protein 2-like [Bradysia coprophila]
g491.t1	KAJ6639409.1	61.658	193	65	1	47	239	364	547	2.97e-72	248	N/A	35572	PiggyBac transposable element-derived protein 2, partial [Pseudolycoriella hygida]
g491.t1	KAJ6639409.1	60.784	51	20	0	4	54	182	232	9.49e-10	72.0	N/A	35572	PiggyBac transposable element-derived protein 2, partial [Pseudolycoriella hygida]
g491.t1	KAJ6640351.1	54.359	195	64	2	80	274	373	542	4.36e-67	229	N/A	35572	PiggyBac transposable element-derived protein 3 [Pseudolycoriella hygida]
g491.t1	KAJ6640351.1	55.769	52	23	0	4	55	132	183	2.78e-08	67.4	N/A	35572	PiggyBac transposable element-derived protein 3 [Pseudolycoriella hygida]
g491.t1	CAH2104215.1	50.267	187	90	1	82	268	44	227	1.26e-60	202	N/A	104508	unnamed protein product [Euphydryas editha]
g491.t1	CAH2089963.1	49.727	183	89	1	86	268	1	180	3.70e-58	194	N/A	104508	unnamed protein product [Euphydryas editha]
g491.t1	XP_065359124.1	50.785	191	89	3	80	267	529	717	8.21e-57	205	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g491.t1	XP_065359124.1	52.941	51	24	0	4	54	242	292	3.77e-07	64.3	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g491.t1	XP_065356354.1	47.938	194	94	3	80	268	428	619	1.12e-56	203	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g491.t1	XP_065356354.1	34.328	67	44	0	4	70	136	202	0.028	49.3	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g491.t1	RVE42918.1	49.462	186	91	1	82	267	395	577	6.36e-56	200	N/A	168631	hypothetical protein evm_012446 [Chilo suppressalis]
g491.t1	XP_055551627.1	45.876	194	101	1	80	269	494	687	2.62e-55	201	N/A	174621	piggyBac transposable element-derived protein 3-like isoform X1 [Wyeomyia smithii]
g491.t1	XP_064469908.1	48.187	193	94	3	82	268	415	607	4.25e-55	199	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
g491.t1	XP_064486109.1	48.187	193	94	3	82	268	425	617	7.06e-55	198	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
g491.t1	KAL0830144.1	47.619	189	95	2	82	267	344	531	9.47e-54	195	N/A	481309	hypothetical protein ABMA28_003601 [Loxostege sticticalis]
g491.t1	XP_064470183.1	48.705	193	93	3	82	268	461	653	1.33e-53	196	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
g491.t1	XP_064470183.1	39.216	51	31	0	3	53	171	221	0.037	48.9	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
