g19064.t1	XP_037041732.1	47.678	323	161	3	1	323	1	315	6.35e-83	287	N/A	38358	uncharacterized protein LOC119078333 [Bradysia coprophila]
g19064.t1	CAG7785931.1	43.034	323	172	4	1	321	1	313	1.76e-77	253	N/A	39272	unnamed protein product [Allacma fusca]
g19064.t1	XP_021960658.1	44.444	306	152	4	1	305	1	289	1.18e-75	246	N/A	158441	uncharacterized protein LOC110856487 [Folsomia candida]
g19064.t1	XP_035234049.1	40.308	325	179	3	1	325	3	312	3.00e-75	247	N/A	202533	uncharacterized protein LOC118205885 isoform X2 [Stegodyphus dumicola]
g19064.t1	XP_035234048.1	40.308	325	179	3	1	325	3	312	4.35e-75	247	N/A	202533	uncharacterized protein LOC118205885 isoform X1 [Stegodyphus dumicola]
g19065.t1	KAG4072942.1	91.358	243	21	0	1	243	1	243	3.18e-159	452	N/A	1564500	hypothetical protein HA402_006622 [Bradysia odoriphaga]
g19065.t1	XP_037026609.1	91.770	243	20	0	1	243	246	488	2.17e-156	454	N/A	38358	uncharacterized protein LOC119067622 [Bradysia coprophila]
g19065.t1	XP_037026609.1	83.128	243	41	0	1	243	1	243	1.49e-142	419	N/A	38358	uncharacterized protein LOC119067622 [Bradysia coprophila]
g19065.t1	KAJ6648391.1	82.305	243	43	0	1	243	4	246	1.02e-143	412	N/A	35572	L-xylulose reductase [Pseudolycoriella hygida]
g19065.t1	CAL8128803.1	56.148	244	103	1	1	240	1	244	2.84e-96	293	N/A	48710	unnamed protein product [Orchesella dallaii]
g19065.t1	CAL8128802.1	56.967	244	101	1	1	240	1	244	3.00e-96	293	N/A	48710	unnamed protein product [Orchesella dallaii]
g19066.t1	KAG4074660.1	61.633	245	94	0	1	245	1	245	1.63e-102	308	N/A	1564500	hypothetical protein HA402_004531 [Bradysia odoriphaga]
g19066.t1	XP_037040808.1	59.592	245	99	0	1	245	1	245	9.82e-99	299	N/A	38358	uncharacterized protein YIR042C-like [Bradysia coprophila]
g19066.t1	WP_224149383.1	54.506	233	104	2	3	233	4	236	2.40e-83	259	N/A	379895	GNAT family N-acetyltransferase [Comamonas odontotermitis]
g19066.t1	MEK6348475.1	53.247	231	106	2	3	231	4	234	5.81e-83	258	N/A	36773	GNAT family protein [Burkholderia sp.]
g19066.t1	WP_395024415.1	54.077	233	105	2	3	233	4	236	2.00e-82	257	N/A	379895	GNAT family N-acetyltransferase [Comamonas odontotermitis]
g19067.t1	WP_375327419.1	81.685	273	50	0	1	273	1	273	3.67e-162	462	N/A	3077926	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19067.t1	WP_341764264.1	81.685	273	50	0	1	273	1	273	3.62e-160	457	N/A	3066262	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19067.t1	WP_342270946.1	74.725	273	69	0	1	273	1	273	1.11e-150	432	N/A	3066275	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Candidatus Tisiphia endosymbiont of Parasteatoda lunata]
g19067.t1	WP_341762990.1	75.458	273	67	0	1	273	1	273	1.54e-150	432	N/A	3066261	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Candidatus Tisiphia endosymbiont of Melanophora roralis]
g19067.t1	WP_341761950.1	75.458	273	67	0	1	273	1	273	3.17e-150	431	N/A	3066258	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Candidatus Tisiphia endosymbiont of Thecophora atra]
g19068.t1	MCC8417951.1	79.481	385	79	0	1	385	1	385	0.0	631	N/A	2878922	DNA polymerase III subunit beta [Rickettsia endosymbiont of Bryobia graminum]
g19068.t1	WP_341764265.1	79.481	385	79	0	1	385	1	385	0.0	627	N/A	3066262	DNA polymerase III subunit beta [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19068.t1	WP_375327420.1	78.701	385	82	0	1	385	1	385	0.0	618	N/A	3077926	DNA polymerase III subunit beta [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19068.t1	KAJ6645019.1	76.302	384	91	0	1	384	282	665	0.0	617	N/A	35572	Beta sliding clamp, partial [Pseudolycoriella hygida]
g19068.t1	WP_341762782.1	76.302	384	91	0	2	385	4	387	0.0	609	N/A;N/A;N/A;N/A;N/A	2698648;2996318;3066257;3066261;3077925	MULTISPECIES: DNA polymerase III subunit beta [unclassified Candidatus Tisiphia]
g19069.t1	WP_341763974.1	80.592	304	50	3	6	301	113	415	8.47e-169	486	N/A	3066262	HlyC/CorC family transporter [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19069.t1	WP_341763974.1	80.000	50	10	0	1	50	12	61	7.61e-13	81.3	N/A	3066262	HlyC/CorC family transporter [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19069.t1	WP_375327090.1	78.618	304	56	4	6	301	113	415	2.49e-165	477	N/A	3077926	HlyC/CorC family transporter [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19069.t1	WP_375327090.1	80.000	50	10	0	1	50	12	61	9.37e-13	81.3	N/A	3077926	HlyC/CorC family transporter [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19069.t1	WP_341752173.1	82.625	259	44	1	44	301	157	415	7.01e-156	453	N/A;N/A;N/A	2996318;3066273;3139335	MULTISPECIES: HlyC/CorC family transporter [unclassified Candidatus Tisiphia]
g19069.t1	WP_341752173.1	76.000	50	11	1	1	50	12	60	1.32e-09	71.6	N/A;N/A;N/A	2996318;3066273;3139335	MULTISPECIES: HlyC/CorC family transporter [unclassified Candidatus Tisiphia]
g19069.t1	WP_341756052.1	83.398	259	42	1	44	301	158	416	2.78e-155	451	N/A;N/A;N/A	2996318;3066263;3077926	MULTISPECIES: HlyC/CorC family transporter [unclassified Candidatus Tisiphia]
g19069.t1	WP_341756052.1	78.000	50	11	0	1	50	12	61	3.74e-11	76.3	N/A;N/A;N/A	2996318;3066263;3077926	MULTISPECIES: HlyC/CorC family transporter [unclassified Candidatus Tisiphia]
g19069.t1	WP_375319199.1	83.398	259	42	1	44	301	158	416	3.24e-155	451	N/A	3077925	HlyC/CorC family transporter [Candidatus Tisiphia endosymbiont of Oplodontha viridula]
g19069.t1	WP_375319199.1	78.000	50	11	0	1	50	12	61	3.88e-11	76.3	N/A	3077925	HlyC/CorC family transporter [Candidatus Tisiphia endosymbiont of Oplodontha viridula]
g19070.t1	EHK42009.1	31.285	179	102	6	71	230	816	992	4.89e-06	61.6	N/A	452589	hypothetical protein TRIATDRAFT_171853, partial [Trichoderma atroviride IMI 206040]
g19070.t1	XP_065971313.1	30.653	199	113	7	71	251	1161	1352	1.06e-05	60.5	N/A	63577	uncharacterized protein TrAtP1_011676 [Trichoderma atroviride]
g19070.t1	MFJ1523546.1	38.542	96	51	3	71	158	542	637	6.59e-05	57.8	N/A	2490850	hypothetical protein [Spiroplasma sp. hy2]
g19070.t1	MFG6327753.1	34.454	119	62	5	45	156	22	131	0.002	53.1	N/A	1898203	ankyrin repeat domain-containing protein [Lachnospiraceae bacterium]
g19070.t1	MBP2657925.1	44.262	61	29	1	69	124	187	247	0.002	53.1	N/A	1879010	hypothetical protein [Bacillota bacterium]
g19071.t1	WP_341764185.1	84.659	176	27	0	1	176	1	176	1.98e-108	318	N/A	3066262	cell cycle transcriptional regulator TrcR [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19071.t1	WP_375326347.1	83.523	176	29	0	1	176	1	176	3.46e-106	313	N/A	3077926	cell cycle transcriptional regulator TrcR [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19071.t1	WP_375318821.1	79.885	174	35	0	1	174	1	174	1.97e-101	300	N/A	3077925	cell cycle transcriptional regulator TrcR [Candidatus Tisiphia endosymbiont of Oplodontha viridula]
g19071.t1	WP_341756490.1	79.885	174	35	0	1	174	1	174	2.05e-101	301	N/A;N/A;N/A	2996318;3066263;3077926	MULTISPECIES: cell cycle transcriptional regulator TrcR [unclassified Candidatus Tisiphia]
g19071.t1	MDR0774887.1	79.885	174	35	0	1	174	1	174	2.38e-101	300	N/A;N/A	789;2996319	DUF1013 domain-containing protein [Rickettsia sp.]
g19072.t1	WP_341762790.1	79.061	277	58	0	1	277	1	277	1.51e-168	478	N/A;N/A	2698648;3066261	oxygen-dependent coproporphyrinogen oxidase [Candidatus Tisiphia endosymbiont of Melanophora roralis]
g19072.t1	WP_375332660.1	78.700	277	59	0	1	277	1	277	2.95e-168	477	N/A	3139333	oxygen-dependent coproporphyrinogen oxidase [Candidatus Tisiphia endosymbiont of Psammoecus bipunctatus]
g19072.t1	WP_342279102.1	78.700	277	59	0	1	277	1	277	3.51e-168	477	N/A;N/A;N/A	2996318;3066257;3077925	MULTISPECIES: oxygen-dependent coproporphyrinogen oxidase [unclassified Candidatus Tisiphia]
g19072.t1	WP_410520988.1	79.422	277	57	0	1	277	1	277	4.05e-168	477	N/A	3066262	oxygen-dependent coproporphyrinogen oxidase [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19072.t1	MCC8416530.1	78.339	277	60	0	1	277	2	278	5.78e-168	477	N/A	2878920	oxygen-dependent coproporphyrinogen oxidase [Rickettsia endosymbiont of Gnoriste bilineata]
g19073.t1	KAJ6644812.1	33.214	1120	660	19	83	1147	180	1266	2.97e-162	547	N/A	35572	ATP synthase gamma chain [Pseudolycoriella hygida]
g19073.t1	KAJ6644812.1	34.925	796	433	12	67	790	215	997	7.74e-123	432	N/A	35572	ATP synthase gamma chain [Pseudolycoriella hygida]
g19073.t1	KAJ6644812.1	36.907	653	336	9	99	677	1	651	4.78e-104	376	N/A	35572	ATP synthase gamma chain [Pseudolycoriella hygida]
g19073.t1	MDN3030239.1	36.871	735	399	9	83	754	51	783	7.00e-116	391	N/A	2996319	hypothetical protein [Candidatus Tisiphia sp.]
g19073.t1	MDN3030239.1	35.625	640	330	11	186	767	5	620	1.01e-83	303	N/A	2996319	hypothetical protein [Candidatus Tisiphia sp.]
g19073.t1	WP_265031191.1	37.624	606	334	11	83	688	201	762	3.02e-95	348	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_265031191.1	35.759	632	359	12	83	714	293	877	1.26e-90	335	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_265031191.1	34.441	662	378	13	33	688	381	992	1.05e-85	320	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_265031191.1	36.607	560	314	10	129	688	106	624	2.28e-78	297	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_265031191.1	37.011	562	306	14	127	688	65	578	1.41e-75	289	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_265031191.1	32.719	651	383	17	33	677	657	1258	1.52e-66	261	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_265031191.1	33.878	490	279	11	225	714	65	509	5.15e-53	218	N/A	2954063	hypothetical protein [Wolbachia endosymbiont (group A) of Tiphia femorata]
g19073.t1	WP_094649786.1	35.494	648	350	7	83	676	154	787	2.09e-88	318	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WP_094649786.1	35.362	690	329	10	88	674	10	685	6.04e-87	315	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WP_094649786.1	37.072	642	338	8	86	674	206	834	3.34e-85	310	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WP_094649786.1	35.000	640	345	10	83	666	301	925	1.57e-75	282	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WP_094649786.1	36.649	382	216	7	337	709	14	378	1.25e-44	189	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WP_094649786.1	37.460	315	173	7	382	687	10	309	1.02e-34	157	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WP_094649786.1	38.793	232	140	2	82	311	693	924	1.80e-29	141	N/A	1961830	hypothetical protein [Rickettsia endosymbiont of Culicoides newsteadi]
g19073.t1	WCR59294.1	36.600	653	364	14	51	697	251	859	8.39e-88	318	N/A	3004456	MAG: hypothetical protein PG978_000730 [Wolbachia endosymbiont of Ctenocephalides felis wCfeF]
g19073.t1	WCR59294.1	33.559	739	412	20	4	719	16	698	1.28e-81	300	N/A	3004456	MAG: hypothetical protein PG978_000730 [Wolbachia endosymbiont of Ctenocephalides felis wCfeF]
g19073.t1	WCR59294.1	36.139	606	343	12	83	688	381	942	4.56e-80	296	N/A	3004456	MAG: hypothetical protein PG978_000730 [Wolbachia endosymbiont of Ctenocephalides felis wCfeF]
g19073.t1	WCR59294.1	35.658	631	356	14	51	675	389	975	5.13e-77	287	N/A	3004456	MAG: hypothetical protein PG978_000730 [Wolbachia endosymbiont of Ctenocephalides felis wCfeF]
g19074.t1	WP_045799898.1	94.425	287	16	0	1	287	78	364	0.0	560	N/A;N/A	33990;1359194	IS481 family transposase [Rickettsia bellii]
g19074.t1	WP_057700078.1	94.425	287	16	0	1	287	74	360	0.0	559	N/A;N/A;N/A	780;33990;33992	MULTISPECIES: IS481 family transposase [Rickettsia]
g19074.t1	WP_342226245.1	94.077	287	17	0	1	287	78	364	0.0	559	N/A	3066265	IS481 family transposase [Rickettsia endosymbiont of Urophora cardui]
g19074.t1	WP_045799839.1	94.077	287	17	0	1	287	78	364	0.0	558	N/A;N/A	33990;1359194	IS481 family transposase [Rickettsia bellii]
g19074.t1	WP_342225236.1	94.077	287	17	0	1	287	78	364	0.0	558	N/A	3066265	IS481 family transposase [Rickettsia endosymbiont of Urophora cardui]
g19075.t1	WP_341764116.1	73.288	146	39	0	1	146	1	146	6.01e-63	203	N/A	3066262	hypothetical protein [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19075.t1	WP_375326924.1	62.025	79	26	1	9	87	1	75	1.68e-22	96.3	N/A	3077926	hypothetical protein [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19075.t1	WP_375326852.1	77.419	62	14	0	83	144	11	72	1.08e-19	91.3	N/A	3077926	hypothetical protein [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
g19075.t1	NLT19015.1	32.692	104	55	4	65	155	415	516	1.6	42.0	N/A;N/A	1852880;1898207	DNA gyrase subunit A [Clostridiales bacterium]
g19075.t1	MDD4120946.1	32.692	104	55	4	65	155	73	174	2.0	41.6	N/A	2044939	DNA gyrase C-terminal beta-propeller domain-containing protein [Clostridia bacterium]
g19076.t1	WP_341763511.1	53.738	214	99	0	87	300	234	447	6.72e-71	237	N/A	3066262	trigger factor [Candidatus Tisiphia endosymbiont of Beris chalybata]
g19076.t1	WP_375326687.1	52.804	214	101	0	87	300	234	447	2.58e-70	235	N/A	3077926	trigger factor [Candidatus Tisiphia endosymbiont of Nemotelus uliginosus]
