g491.t1	Bimp_SUPER_3	83.673	196	32	0	80	275	57515856	57516443	2.24e-112	358	275	58899673
g491.t1	Bimp_SUPER_3	40.625	192	109	2	82	271	30740024	30739458	1.67e-44	164	275	58899673
g491.t1	Bimp_SUPER_3	33.333	195	111	3	84	259	26562475	26563059	6.75e-22	98.6	275	58899673
g491.t1	Bimp_SUPER_3	33.679	193	118	6	83	267	6558477	6559049	1.05e-18	89.0	275	58899673
g491.t1	Bimp_SUPER_3	70.909	55	16	0	1	55	57514983	57515147	2.77e-18	87.8	275	58899673
g491.t1	Bimp_SUPER_3	31.606	193	122	5	83	267	39976813	39977385	4.42e-17	84.3	275	58899673
g491.t1	Bimp_SUPER_3	26.636	214	128	10	80	274	55273420	55274031	7.06e-10	62.8	275	58899673
g491.t1	Bimp_SUPER_3	32.479	117	74	2	79	191	37343512	37343165	4.69e-09	60.1	275	58899673
g491.t1	Bimp_SUPER_2	64.975	197	69	0	79	275	1746167	1746757	1.38e-83	276	275	64544997
g491.t1	Bimp_SUPER_2	30.000	210	123	4	83	268	55070943	55070314	2.84e-21	96.7	275	64544997
g491.t1	Bimp_SUPER_2	34.715	193	116	6	83	267	14218102	14217530	3.74e-18	87.4	275	64544997
g491.t1	Bimp_SUPER_2	31.548	168	103	5	112	272	62944358	62943870	1.14e-17	85.9	275	64544997
g491.t1	Bimp_SUPER_2	27.000	200	129	6	84	267	48448627	48449223	6.11e-15	77.8	275	64544997
g491.t1	Bimp_SUPER_GRC	61.250	160	57	2	116	275	68072047	68071583	4.21e-57	200	275	90485009
g491.t1	Bimp_SUPER_GRC	41.146	192	106	2	80	269	83801937	83801377	9.80e-46	167	275	90485009
g491.t1	Bimp_SUPER_GRC	32.547	212	121	5	78	267	42903076	42903711	8.41e-24	103	275	90485009
g491.t1	Bimp_SUPER_GRC	32.547	212	121	5	78	267	46449708	46449073	8.41e-24	103	275	90485009
g491.t1	Bimp_SUPER_GRC	30.857	175	99	6	114	272	41482397	41482903	4.14e-17	84.3	275	90485009
g491.t1	Bimp_SUPER_GRC	31.606	193	122	5	83	267	64475314	64475886	4.42e-17	84.3	275	90485009
g491.t1	Bimp_SUPER_GRC	30.864	162	103	5	116	272	59365322	59364849	2.98e-14	75.9	275	90485009
g491.t1	Bimp_SUPER_GRC	40.625	64	38	0	112	175	68328492	68328683	1.94e-13	56.6	275	90485009
g491.t1	Bimp_SUPER_GRC	33.846	65	37	2	207	267	68328773	68328961	1.94e-13	40.0	275	90485009
g491.t1	Bimp_SUPER_GRC	30.061	163	98	6	114	268	42947413	42946949	7.69e-13	71.6	275	90485009
g491.t1	Bimp_SUPER_GRC	57.143	49	21	0	6	54	68072841	68072695	5.63e-09	60.1	275	90485009
g491.t1	Bimp_SUPER_GRC	24.138	145	101	3	122	260	50450495	50450070	2.32e-07	55.1	275	90485009
g491.t1	Bimp_SUPER_GRC	47.826	46	24	0	161	206	84142598	84142735	4.78e-07	51.6	275	90485009
g491.t1	Bimp_SUPER_GRC	48.000	25	13	0	203	227	84142723	84142797	4.78e-07	22.7	275	90485009
g491.t1	Bimp_SUPER_GRC	43.590	39	20	1	117	155	84652246	84652356	3.83e-06	38.9	275	90485009
g491.t1	Bimp_SUPER_GRC	25.532	94	59	3	180	267	84652418	84652684	3.83e-06	32.3	275	90485009
g491.t1	Bimp_SUPER_1	43.158	190	104	2	82	269	63425149	63425712	8.45e-47	170	275	99073636
g491.t1	Bimp_SUPER_1	45.882	85	46	0	82	166	78884268	78884522	4.60e-28	95.9	275	99073636
g491.t1	Bimp_SUPER_1	37.805	82	47	2	190	269	78884519	78884758	4.60e-28	50.1	275	99073636
g491.t1	Bimp_SUPER_1	33.019	212	120	5	78	267	80837547	80836912	1.05e-25	109	275	99073636
g491.t1	Bimp_SUPER_1	33.173	208	116	4	84	268	62173327	62172704	6.39e-24	104	275	99073636
g491.t1	Bimp_SUPER_1	32.243	214	110	4	83	268	875694	876314	1.39e-21	97.4	275	99073636
g491.t1	Bimp_SUPER_1	31.746	189	118	6	84	267	59850121	59849573	7.78e-18	86.7	275	99073636
g491.t1	Bimp_SUPER_1	31.818	176	101	4	82	238	35556772	35556245	9.35e-14	74.3	275	99073636
g491.t1	Bimp_SUPER_X	43.158	190	104	2	82	269	30507385	30507948	8.86e-47	170	275	65148993
g491.t1	Bimp_SUPER_X	33.679	193	118	6	83	267	43496211	43496783	2.77e-18	87.8	275	65148993
g491.t1	Bimp_SUPER_X	34.715	193	116	6	83	267	65003198	65002626	3.88e-18	87.4	275	65148993
g491.t1	Bimp_SUPER_X	33.161	193	119	6	83	267	65061149	65061721	4.35e-18	87.4	275	65148993
g491.t1	SCAFFOLD_390	26.126	111	76	1	80	190	4150	4464	2.21e-07	55.1	275	16607
g596.t1	Bimp_SUPER_X	67.742	403	128	2	101	503	63242706	63241504	2.08e-176	557	580	65148993
g596.t1	Bimp_SUPER_X	60.577	416	159	2	90	505	52860902	52862134	7.93e-163	518	580	65148993
g596.t1	Bimp_SUPER_X	33.149	181	106	5	111	288	63813454	63812948	1.27e-37	103	580	65148993
g596.t1	Bimp_SUPER_X	38.235	136	78	2	310	440	63812934	63812530	1.27e-37	76.3	580	65148993
g596.t1	Bimp_SUPER_X	33.735	249	147	7	91	328	64397060	64397785	1.37e-31	134	580	65148993
g596.t1	Bimp_SUPER_X	52.632	95	44	1	6	100	63243213	63242932	5.51e-20	98.2	580	65148993
g596.t1	Bimp_SUPER_X	36.607	112	71	0	366	477	64397953	64398288	2.37e-15	83.6	580	65148993
g596.t1	Bimp_SUPER_X	38.938	113	59	2	16	120	52860443	52860775	2.77e-13	76.6	580	65148993
g596.t1	Bimp_SUPER_X	30.380	79	49	2	116	190	64099468	64099238	4.62e-06	38.5	580	65148993
g596.t1	Bimp_SUPER_X	37.931	58	35	1	194	250	64099238	64099065	4.62e-06	33.9	580	65148993
g596.t1	Bimp_SUPER_2	60.337	416	160	2	90	505	56860875	56859643	6.71e-162	515	580	64544997
g596.t1	Bimp_SUPER_2	57.389	406	170	3	100	504	53412748	53413959	9.02e-148	474	580	64544997
g596.t1	Bimp_SUPER_2	57.389	406	165	3	99	502	55443732	55442533	7.16e-146	469	580	64544997
g596.t1	Bimp_SUPER_2	81.022	274	52	0	232	505	2104971	2105792	6.98e-137	443	580	64544997
g596.t1	Bimp_SUPER_2	65.595	311	103	3	100	407	2618575	2617646	1.07e-128	405	580	64544997
g596.t1	Bimp_SUPER_2	81.818	44	8	0	423	466	2617593	2617462	1.07e-128	78.6	580	64544997
g596.t1	Bimp_SUPER_2	78.846	260	55	0	232	491	1868839	1869618	1.07e-124	408	580	64544997
g596.t1	Bimp_SUPER_2	61.824	296	112	1	196	490	2599441	2600328	5.63e-110	365	580	64544997
g596.t1	Bimp_SUPER_2	56.061	264	102	3	142	405	1596394	1595645	1.31e-109	301	580	64544997
g596.t1	Bimp_SUPER_2	64.835	91	30	2	403	492	1595648	1595379	1.31e-109	119	580	64544997
g596.t1	Bimp_SUPER_2	56.489	262	100	3	143	404	1680558	1679815	3.10e-109	298	580	64544997
g596.t1	Bimp_SUPER_2	72.152	79	21	1	403	480	1679815	1679579	3.10e-109	120	580	64544997
g596.t1	Bimp_SUPER_2	37.611	226	136	3	104	328	58699618	58700283	1.90e-59	152	580	64544997
g596.t1	Bimp_SUPER_2	33.108	148	89	1	351	498	58700402	58700815	1.90e-59	99.8	580	64544997
g596.t1	Bimp_SUPER_2	34.597	211	130	4	158	366	2577006	2576392	3.10e-41	112	580	64544997
g596.t1	Bimp_SUPER_2	38.889	108	66	0	370	477	2576314	2575991	3.10e-41	79.7	580	64544997
g596.t1	Bimp_SUPER_2	34.685	222	133	7	99	318	4062806	4062171	2.62e-28	124	580	64544997
g596.t1	Bimp_SUPER_2	31.925	213	137	5	109	320	3144136	3144753	4.15e-25	114	580	64544997
g596.t1	Bimp_SUPER_2	31.925	213	137	5	109	320	3149163	3149780	4.15e-25	114	580	64544997
g596.t1	Bimp_SUPER_2	31.925	213	137	5	109	320	3368497	3367880	4.15e-25	114	580	64544997
g596.t1	Bimp_SUPER_2	31.925	213	137	5	109	320	3362282	3361665	4.15e-25	114	580	64544997
g596.t1	Bimp_SUPER_2	36.478	159	98	2	342	500	4061982	4061515	2.97e-20	99.0	580	64544997
g596.t1	Bimp_SUPER_2	36.667	120	75	1	359	477	3145056	3145415	3.15e-16	86.3	580	64544997
g596.t1	Bimp_SUPER_2	36.667	120	75	1	359	477	3150083	3150442	3.15e-16	86.3	580	64544997
g596.t1	Bimp_SUPER_2	36.667	120	75	1	359	477	3367577	3367218	3.15e-16	86.3	580	64544997
g596.t1	Bimp_SUPER_2	36.667	120	75	1	359	477	3361362	3361003	3.15e-16	86.3	580	64544997
g596.t1	Bimp_SUPER_2	38.938	113	59	2	16	120	56861334	56861002	2.22e-13	77.0	580	64544997
g596.t1	Bimp_SUPER_2	70.455	44	13	0	101	144	1682839	1682708	1.01e-11	71.6	580	64544997
g596.t1	Bimp_SUPER_2	70.455	44	13	0	101	144	1599126	1598995	1.25e-11	71.6	580	64544997
g596.t1	Bimp_SUPER_2	50.685	73	35	1	5	76	2621530	2621312	1.46e-10	68.2	580	64544997
g596.t1	Bimp_SUPER_2	43.750	80	44	1	6	84	1599821	1599582	1.54e-10	67.8	580	64544997
g596.t1	Bimp_SUPER_2	30.968	155	86	4	137	283	1248523	1248098	1.75e-10	67.8	580	64544997
g596.t1	Bimp_SUPER_2	42.500	80	45	1	6	84	1683219	1682980	3.91e-10	66.6	580	64544997
g596.t1	Bimp_SUPER_2	38.596	114	46	3	405	505	2617655	2617347	3.59e-09	63.5	580	64544997
g596.t1	Bimp_SUPER_2	32.174	115	70	3	388	500	2644075	2644401	3.24e-08	60.5	580	64544997
g596.t1	Bimp_SUPER_2	32.143	112	76	0	366	477	869201	869536	3.47e-08	60.5	580	64544997
g596.t1	Bimp_SUPER_2	41.000	100	57	2	2	100	55444268	55443972	2.24e-07	57.8	580	64544997
