gene	sseqid	compartment	qcov	best_pid	best_eval
g13362	Ling_SUPER_GRC1	GRC	0.6976047904191617	40.678	1.8199999999999998e-45
g13362	Ling_SUPER_GRC2	GRC	0.6946107784431138	44.255	8.21e-62
g13363	Ling_SUPER_1	core_autosome	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_1	core_autosome	0.9337474120082816	48.0	1.59e-89
g13363	Ling_SUPER_1	core_autosome	0.9834368530020704	43.043	5.94e-43
g13363	Ling_SUPER_2	core_autosome	0.7329192546583851	27.397	1.05e-21
g13363	Ling_SUPER_2	core_autosome	0.9503105590062112	38.552	1.0499999999999998e-104
g13363	Ling_SUPER_2	core_autosome	0.9503105590062112	38.552	1.0499999999999998e-104
g13363	Ling_SUPER_2	core_autosome	0.7619047619047619	27.346	4.25e-17
g13363	Ling_SUPER_3	core_autosome	0.9544513457556936	66.372	1.4600000000000002e-161
g13363	Ling_SUPER_3	core_autosome	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_3	core_autosome	0.8488612836438924	51.19	9.02e-40
g13363	Ling_SUPER_3	core_autosome	0.9544513457556936	66.372	9.97e-162
g13363	Ling_SUPER_3	core_autosome	0.9544513457556936	66.372	9.97e-162
g13363	Ling_SUPER_3	core_autosome	0.7619047619047619	27.346	4.25e-17
g13363	Ling_SUPER_3	core_autosome	0.9503105590062112	30.579	1.49e-55
g13363	Ling_SUPER_GRC1	GRC	0.9544513457556936	47.826	1.97e-90
g13363	Ling_SUPER_GRC1	GRC	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_GRC1	GRC	0.94824016563147	48.182	2.8400000000000004e-32
g13363	Ling_SUPER_GRC1	GRC	0.9627329192546584	42.489	1.6e-45
g13363	Ling_SUPER_GRC1	GRC	0.9627329192546584	42.06	1.6e-45
g13363	Ling_SUPER_GRC1	GRC	0.6004140786749482	63.83	1.16e-58
g13363	Ling_SUPER_GRC1	GRC	0.9523809523809523	77.966	9.98e-125
g13363	Ling_SUPER_GRC1	GRC	0.6335403726708074	37.879	3.2e-32
g13363	Ling_SUPER_GRC1	GRC	0.9544513457556936	43.066	1.08e-35
g13363	Ling_SUPER_GRC1	GRC	0.9544513457556936	46.957	2.87e-60
g13363	Ling_SUPER_GRC1	GRC	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_GRC1	GRC	0.7556935817805382	27.513	5.110000000000001e-21
g13363	Ling_SUPER_GRC2	GRC	0.9399585921325052	47.664	1.05e-31
g13363	Ling_SUPER_GRC2	GRC	0.7556935817805382	28.042	1.04e-21
g13363	Ling_SUPER_GRC2	GRC	0.9544513457556936	66.372	9.98e-162
g13363	Ling_SUPER_GRC2	GRC	0.9337474120082816	48.0	1.67e-88
g13363	Ling_SUPER_GRC2	GRC	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_GRC2	GRC	0.9544513457556936	65.487	6.29e-160
g13363	Ling_SUPER_GRC2	GRC	0.8778467908902692	48.352	8.040000000000001e-43
g13363	Ling_SUPER_GRC2	GRC	0.9544513457556936	66.372	9.98e-162
g13363	Ling_SUPER_GRC2	GRC	0.9544513457556936	66.372	9.98e-162
g13363	Ling_SUPER_GRC2	GRC	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_GRC2	GRC	0.7556935817805382	27.513	1.03e-20
g13363	Ling_SUPER_X	X	0.5797101449275363	35.821	4.27e-23
g13363	Ling_SUPER_X	X	0.9503105590062112	34.884	1.7799999999999997e-42
g13363	Ling_SUPER_X	X	0.4720496894409938	31.14	5.47e-19
g13363	Ling_SUPER_X	X	0.19461697722567287	45.833	6.77e-17
g13363	Ling_SUPER_X	X	0.9337474120082816	48.0	1.59e-89
g13363	Ling_SUPER_X	X	0.5217391304347826	29.921	1.38e-18
g13363	Ling_SUPER_X	X	0.94824016563147	48.182	2.8400000000000004e-32
g13363	Ling_SUPER_X	X	0.9751552795031055	41.579	7.91e-41
g13363	Ling_SUPER_X	X	0.9544513457556936	66.372	9.96e-162
g13363	SCAFFOLD_149		0.9461697722567288	69.231	1.91e-154
g13363	SCAFFOLD_69		0.7556935817805382	27.513	9.460000000000001e-21
g17107	Ling_SUPER_1	core_autosome	0.6765799256505576	33.867	2.08e-54
g17107	Ling_SUPER_1	core_autosome	0.6691449814126395	50.133	3.96e-89
g17107	Ling_SUPER_1	core_autosome	0.30111524163568776	41.262	1.4100000000000001e-33
g17107	Ling_SUPER_1	core_autosome	0.3736059479553903	42.857	7.110000000000001e-43
g17107	Ling_SUPER_1	core_autosome	0.9609665427509294	81.265	0.0
g17107	Ling_SUPER_1	core_autosome	0.6691449814126395	50.133	5.079999999999999e-89
g17107	Ling_SUPER_2	core_autosome	0.1691449814126394	60.825	8.840000000000001e-21
g17107	Ling_SUPER_2	core_autosome	0.5613382899628253	47.188	2.36e-71
g17107	Ling_SUPER_2	core_autosome	0.8234200743494424	49.345	2.32e-122
g17107	Ling_SUPER_2	core_autosome	0.7360594795539034	37.44	1.0699999999999999e-60
g17107	Ling_SUPER_2	core_autosome	0.5	42.049	1.36e-58
g17107	Ling_SUPER_2	core_autosome	0.5650557620817844	49.201	1.2800000000000001e-73
g17107	Ling_SUPER_2	core_autosome	0.9795539033457249	82.517	0.0
g17107	Ling_SUPER_2	core_autosome	0.6691449814126395	50.133	3.96e-89
g17107	Ling_SUPER_2	core_autosome	0.14312267657992564	53.247	7.24e-15
g17107	Ling_SUPER_3	core_autosome	0.6821561338289963	38.243	3.47e-60
g17107	Ling_SUPER_3	core_autosome	0.5557620817843866	26.537	3.52e-11
g17107	Ling_SUPER_3	core_autosome	0.44981412639405205	24.597	4.15e-11
g17107	Ling_SUPER_3	core_autosome	0.2862453531598513	45.181	5.740000000000001e-32
g17107	Ling_SUPER_3	core_autosome	0.26022304832713755	91.176	1.1100000000000001e-29
g17107	Ling_SUPER_3	core_autosome	0.7509293680297398	67.561	9.07e-167
g17107	Ling_SUPER_3	core_autosome	0.6431226765799256	40.171	3.53e-48
g17107	Ling_SUPER_3	core_autosome	0.4423791821561338	53.414	4.15e-70
g17107	Ling_SUPER_3	core_autosome	0.7546468401486989	48.98	1.2099999999999998e-52
g17107	Ling_SUPER_GRC1	GRC	0.20074349442379183	49.074	5.81e-17
g17107	Ling_SUPER_GRC1	GRC	0.44052044609665425	27.53	1.68e-14
g17107	Ling_SUPER_GRC1	GRC	0.6747211895910781	38.817	1.36e-63
g17107	Ling_SUPER_GRC1	GRC	0.570631970260223	39.241	2.26e-53
g17107	Ling_SUPER_GRC2	GRC	0.5037174721189591	37.993	4.430000000000001e-43
g17107	Ling_SUPER_X	X	0.3215613382899628	45.902	3e-35
g17107	Ling_SUPER_X	X	0.29182156133828996	47.024	2.13e-30
g17107	Ling_SUPER_X	X	0.5576208178438662	38.361	1.4899999999999999e-52
g17107	Ling_SUPER_X	X	0.12267657992565056	74.242	4.74e-15
g17107	Ling_SUPER_X	X	0.5520446096654275	62.963	5.95e-76
g17107	Ling_SUPER_X	X	0.9851301115241635	53.333	5.3e-127
g17107	Ling_SUPER_X	X	0.5111524163568774	43.599	3.61e-65
g17107	Ling_SUPER_X	X	0.570631970260223	39.241	3.55e-53
g17107	Ling_SUPER_X	X	0.2955390334572491	28.144	8.75e-11
g17107	Ling_SUPER_X	X	0.7434944237918215	77.027	3.62e-134
g17107	Ling_SUPER_X	X	0.30297397769516726	39.286	2.73e-29
g17107	Ling_SUPER_X	X	0.0762081784386617	82.927	8.29e-13
g17107	Ling_SUPER_X	X	0.3066914498141264	54.819	1.1199999999999999e-40
g17107	Ling_SUPER_X	X	0.5371747211895911	53.571	2.02e-67
g17107	Ling_SUPER_X	X	0.10408921933085502	64.912	9.51e-13
g17107	Ling_SUPER_X	X	0.42193308550185876	40.598	5.380000000000001e-47
g18444	Ling_SUPER_X	X	0.8453038674033149	93.827	1.3e-45
g19161	Ling_SUPER_1	core_autosome	0.7061855670103093	39.286	2.05e-17
g19161	Ling_SUPER_GRC2	GRC	0.8814432989690721	38.068	2.86e-25
g491	Ling_SUPER_1	core_autosome	0.5672727272727273	30.061	6.81e-15
g491	Ling_SUPER_1	core_autosome	0.5672727272727273	30.061	6.81e-15
g491	Ling_SUPER_1	core_autosome	0.6727272727272727	32.85	3.16e-24
g491	Ling_SUPER_1	core_autosome	0.6727272727272727	31.579	5.490000000000001e-21
g491	Ling_SUPER_1	core_autosome	0.6727272727272727	33.161	7.06e-18
g491	Ling_SUPER_1	core_autosome	0.6727272727272727	31.579	5.490000000000001e-21
g491	Ling_SUPER_1	core_autosome	0.6836363636363636	75.0	3.4e-92
g491	Ling_SUPER_1	core_autosome	0.5127272727272727	34.146	3.83e-16
